Age,Income,EmploymentYears,HomeOwnership,CreditScore,DebtToIncomeRatio,PaymentHistory,LoanAmount,LoanPurpose,Default
28,21300.0,3.4,OWN,599,0.535,2,1300.0,VENTURE,1
20,42400.0,0.1,MORTGAGE,650,0.65,2,8900.0,HOME_IMPROVEMENT,1
23,44000.0,0.6,MORTGAGE,635,0.305,0,4500.0,EDUCATION,0
26,56100.0,3.3,RENT,562,0.173,0,21500.0,PERSONAL,0
23,25300.0,0.3,OWN,598,0.191,1,7100.0,DEBT_CONSOLIDATION,0
26,64300.0,1.5,MORTGAGE,688,0.198,1,7700.0,PERSONAL,0
56,127500.0,13.7,OWN,762,0.519,0,49500.0,PERSONAL,0
48,62100.0,7.9,MORTGAGE,704,0.528,0,6200.0,PERSONAL,0
49,51400.0,10.2,OWN,686,0.278,0,7500.0,VENTURE,0
58,24600.0,8.0,OWN,591,0.263,3,7000.0,EDUCATION,0
67,33300.0,3.9,MORTGAGE,698,0.186,0,8000.0,HOME_IMPROVEMENT,0
29,47700.0,1.6,OWN,609,0.204,2,15900.0,HOME_IMPROVEMENT,0
25,37600.0,1.1,RENT,566,0.406,5,10400.0,HOME_IMPROVEMENT,1
25,81900.0,1.1,OWN,588,0.118,2,19400.0,PERSONAL,0
67,64000.0,13.5,MORTGAGE,650,0.404,0,9300.0,VENTURE,0
45,188400.0,9.6,OTHER,616,0.538,1,15500.0,PERSONAL,0
37,30000.0,1.9,OWN,683,0.331,0,2100.0,DEBT_CONSOLIDATION,0
64,49800.0,5.7,MORTGAGE,629,0.165,0,8600.0,EDUCATION,1
24,24500.0,1.0,RENT,682,0.147,0,7900.0,VENTURE,0
28,16100.0,3.0,MORTGAGE,635,0.466,1,2500.0,HOME_IMPROVEMENT,0
37,70400.0,6.1,MORTGAGE,656,0.091,3,24900.0,DEBT_CONSOLIDATION,0
33,62800.0,1.3,MORTGAGE,581,0.226,1,20300.0,PERSONAL,1
21,32000.0,0.8,MORTGAGE,774,0.568,0,12800.0,DEBT_CONSOLIDATION,0
23,51400.0,0.9,RENT,529,0.704,2,15200.0,MEDICAL,1
75,35800.0,6.4,RENT,850,0.485,0,1700.0,EDUCATION,0
39,38300.0,1.0,MORTGAGE,697,0.344,0,9500.0,DEBT_CONSOLIDATION,1
43,41800.0,4.9,RENT,534,0.516,2,5700.0,HOME_IMPROVEMENT,1
20,31300.0,0.6,MORTGAGE,667,0.378,0,11900.0,MEDICAL,1
58,34300.0,15.7,MORTGAGE,677,0.324,1,10100.0,PERSONAL,0
59,34700.0,5.4,OTHER,779,0.497,1,11100.0,MEDICAL,0
31,60600.0,5.7,OWN,552,0.25,2,14000.0,PERSONAL,1
28,15000.0,4.0,OWN,552,0.303,4,5800.0,DEBT_CONSOLIDATION,1
35,43700.0,5.1,OWN,687,0.626,1,3800.0,PERSONAL,0
71,28500.0,9.2,OTHER,675,0.247,2,5000.0,EDUCATION,1
29,29000.0,4.4,MORTGAGE,777,0.34,1,6300.0,VENTURE,0
40,37700.0,1.9,MORTGAGE,580,0.328,1,8800.0,DEBT_CONSOLIDATION,0
29,48700.0,2.2,OWN,573,0.247,0,15300.0,DEBT_CONSOLIDATION,0
30,44000.0,2.2,OWN,809,0.57,0,13100.0,PERSONAL,0
42,28800.0,10.1,OWN,656,0.121,0,1600.0,HOME_IMPROVEMENT,0
62,70300.0,3.8,RENT,600,0.49,2,20600.0,HOME_IMPROVEMENT,1
68,31200.0,3.1,RENT,716,0.239,0,4000.0,MEDICAL,0
75,34000.0,12.8,RENT,495,0.527,2,6200.0,MEDICAL,1
36,56500.0,11.0,MORTGAGE,690,0.368,1,10700.0,VENTURE,0
72,57500.0,4.0,MORTGAGE,609,0.269,2,16300.0,DEBT_CONSOLIDATION,1
63,36100.0,8.6,MORTGAGE,619,0.546,1,10200.0,MEDICAL,1
53,15000.0,8.5,RENT,763,0.132,0,2900.0,DEBT_CONSOLIDATION,1
62,31500.0,10.1,OTHER,694,0.149,0,10400.0,EDUCATION,1
25,53200.0,2.3,RENT,569,0.135,0,3500.0,PERSONAL,1
46,69200.0,1.4,MORTGAGE,664,0.259,2,7200.0,MEDICAL,1
72,47100.0,6.1,OWN,669,0.296,0,8600.0,DEBT_CONSOLIDATION,0
70,38600.0,17.2,MORTGAGE,639,0.101,2,4200.0,MEDICAL,0
72,154300.0,9.9,OWN,583,0.625,3,46500.0,PERSONAL,0
49,40700.0,3.0,OWN,678,0.481,2,15200.0,MEDICAL,0
68,66600.0,1.8,OWN,716,0.114,4,5400.0,EDUCATION,0
61,25100.0,13.9,MORTGAGE,696,0.609,1,4700.0,DEBT_CONSOLIDATION,1
35,28400.0,1.8,MORTGAGE,602,0.142,0,11300.0,HOME_IMPROVEMENT,0
23,67800.0,1.1,MORTGAGE,647,0.098,1,1500.0,DEBT_CONSOLIDATION,0
35,82600.0,4.3,MORTGAGE,483,0.406,3,2400.0,DEBT_CONSOLIDATION,0
36,40300.0,5.6,OWN,787,0.292,0,13700.0,HOME_IMPROVEMENT,0
39,19500.0,1.1,MORTGAGE,611,0.423,5,3600.0,MEDICAL,1
54,45100.0,1.4,MORTGAGE,618,0.133,5,13500.0,HOME_IMPROVEMENT,1
49,53900.0,7.1,OWN,554,0.568,2,13700.0,MEDICAL,1
73,51500.0,2.8,RENT,728,0.563,2,14600.0,HOME_IMPROVEMENT,0
58,37000.0,3.1,MORTGAGE,742,0.412,1,3700.0,EDUCATION,1
20,45400.0,0.0,MORTGAGE,614,0.11,1,10400.0,PERSONAL,0
45,33700.0,1.4,MORTGAGE,568,0.482,2,9100.0,HOME_IMPROVEMENT,1
27,28100.0,2.0,MORTGAGE,661,0.379,1,6700.0,DEBT_CONSOLIDATION,0
68,71500.0,26.0,OWN,633,0.355,1,27100.0,HOME_IMPROVEMENT,1
52,51500.0,8.0,RENT,719,0.635,1,1300.0,PERSONAL,0
46,45500.0,4.6,MORTGAGE,649,0.581,1,4700.0,MEDICAL,1
71,38000.0,9.9,OWN,643,0.41,4,2000.0,EDUCATION,0
32,44800.0,1.7,MORTGAGE,713,0.303,1,17300.0,DEBT_CONSOLIDATION,1
50,53100.0,8.8,MORTGAGE,533,0.461,3,5700.0,MEDICAL,1
24,116300.0,1.2,OWN,635,0.661,1,34700.0,DEBT_CONSOLIDATION,1
29,68000.0,2.9,RENT,675,0.271,0,4800.0,EDUCATION,1
66,35100.0,9.3,MORTGAGE,625,0.673,2,1700.0,VENTURE,1
47,35300.0,1.3,OWN,682,0.527,3,3500.0,PERSONAL,1
38,32700.0,0.8,MORTGAGE,677,0.232,0,4300.0,HOME_IMPROVEMENT,0
48,44300.0,5.5,MORTGAGE,730,0.292,1,8700.0,DEBT_CONSOLIDATION,0
75,32700.0,29.0,OWN,638,0.829,1,1300.0,VENTURE,1
41,62200.0,0.1,RENT,497,0.384,0,15700.0,DEBT_CONSOLIDATION,0
37,15000.0,6.9,RENT,536,0.502,5,4300.0,DEBT_CONSOLIDATION,0
54,64100.0,9.9,RENT,697,0.567,3,8200.0,VENTURE,1
21,56300.0,0.7,MORTGAGE,674,0.253,0,6700.0,HOME_IMPROVEMENT,0
45,92200.0,10.0,RENT,641,0.411,2,7800.0,VENTURE,1
61,76000.0,21.0,RENT,647,0.143,2,7300.0,VENTURE,0
37,34800.0,2.5,OTHER,608,0.085,1,9400.0,VENTURE,0
41,71800.0,5.8,OTHER,608,0.517,3,17800.0,EDUCATION,1
67,45100.0,7.4,MORTGAGE,616,0.256,2,16600.0,EDUCATION,1
66,18600.0,7.1,OWN,637,0.156,0,6300.0,VENTURE,0
68,53100.0,7.4,MORTGAGE,669,0.132,4,12700.0,VENTURE,1
49,35900.0,7.5,MORTGAGE,653,0.18,2,3200.0,DEBT_CONSOLIDATION,0
58,49000.0,4.7,RENT,633,0.404,1,7000.0,HOME_IMPROVEMENT,0
53,111900.0,4.3,RENT,715,0.141,0,21800.0,DEBT_CONSOLIDATION,1
75,54900.0,6.7,RENT,729,0.457,0,9800.0,DEBT_CONSOLIDATION,0
70,29500.0,11.1,MORTGAGE,767,0.349,2,1700.0,HOME_IMPROVEMENT,1
51,79400.0,7.9,OWN,644,0.493,2,12000.0,EDUCATION,1
53,58800.0,2.9,OWN,618,0.145,1,5200.0,HOME_IMPROVEMENT,0
19,27800.0,0.1,MORTGAGE,654,0.428,0,6800.0,VENTURE,1
32,22000.0,1.9,RENT,616,0.391,1,8300.0,VENTURE,1
51,30100.0,6.1,RENT,658,0.532,1,2500.0,VENTURE,0
53,74500.0,6.2,MORTGAGE,692,0.104,1,25800.0,MEDICAL,0
23,42200.0,2.1,RENT,668,0.392,0,5200.0,PERSONAL,1
56,51100.0,10.4,OWN,647,0.445,2,14400.0,HOME_IMPROVEMENT,0
59,25100.0,6.8,MORTGAGE,711,0.283,1,6500.0,MEDICAL,1
68,75500.0,5.7,OWN,794,0.246,0,7400.0,HOME_IMPROVEMENT,0
68,17900.0,16.6,OWN,603,0.377,0,3300.0,VENTURE,1
75,35300.0,10.5,OTHER,686,0.5,2,8200.0,HOME_IMPROVEMENT,0
71,60400.0,12.0,RENT,644,0.313,0,22100.0,HOME_IMPROVEMENT,0
29,28000.0,3.1,OWN,592,0.434,3,2900.0,MEDICAL,1
20,66600.0,0.2,MORTGAGE,602,0.145,0,9800.0,HOME_IMPROVEMENT,0
62,31700.0,3.3,OWN,627,0.514,3,12600.0,DEBT_CONSOLIDATION,1
35,26600.0,4.3,OWN,785,0.535,0,8600.0,DEBT_CONSOLIDATION,0
57,93300.0,18.7,MORTGAGE,736,0.285,0,15000.0,HOME_IMPROVEMENT,0
38,52900.0,3.8,MORTGAGE,588,0.428,3,3900.0,MEDICAL,1
32,63500.0,5.9,MORTGAGE,703,0.126,1,13200.0,PERSONAL,0
50,81600.0,21.1,OWN,582,0.253,1,19500.0,HOME_IMPROVEMENT,0
52,15000.0,9.0,MORTGAGE,609,0.598,4,2300.0,HOME_IMPROVEMENT,1
43,67300.0,1.0,MORTGAGE,765,0.116,1,19500.0,DEBT_CONSOLIDATION,0
25,33500.0,2.0,RENT,818,0.337,0,7700.0,MEDICAL,0
53,35800.0,5.1,OTHER,508,0.537,2,5900.0,PERSONAL,1
65,61000.0,10.1,OWN,662,0.209,2,7800.0,DEBT_CONSOLIDATION,0
47,40900.0,6.1,MORTGAGE,692,0.643,3,5400.0,VENTURE,1
40,66000.0,10.3,MORTGAGE,638,0.448,2,21100.0,HOME_IMPROVEMENT,1
59,48000.0,6.2,OWN,671,0.251,3,10100.0,HOME_IMPROVEMENT,0
61,53300.0,3.4,OWN,627,0.641,0,6700.0,HOME_IMPROVEMENT,0
31,38400.0,0.2,RENT,710,0.172,0,12300.0,DEBT_CONSOLIDATION,1
31,28800.0,1.9,RENT,632,0.473,1,1200.0,MEDICAL,1
19,33900.0,0.1,OWN,704,0.437,2,13500.0,PERSONAL,0
72,46600.0,2.0,MORTGAGE,738,0.362,0,16700.0,DEBT_CONSOLIDATION,0
54,122800.0,8.9,MORTGAGE,727,0.31,2,36800.0,PERSONAL,0
22,102300.0,0.5,OWN,645,0.474,2,11600.0,HOME_IMPROVEMENT,0
55,35400.0,5.1,MORTGAGE,479,0.233,3,12700.0,HOME_IMPROVEMENT,1
62,50500.0,8.2,MORTGAGE,699,0.401,0,16700.0,PERSONAL,1
58,42500.0,1.6,MORTGAGE,544,0.57,2,13800.0,DEBT_CONSOLIDATION,1
71,52300.0,5.0,RENT,696,0.276,0,4500.0,HOME_IMPROVEMENT,0
64,55800.0,10.0,MORTGAGE,690,0.303,0,14100.0,MEDICAL,1
31,63800.0,1.9,MORTGAGE,643,0.453,2,23100.0,HOME_IMPROVEMENT,0
73,15000.0,6.6,MORTGAGE,665,0.448,1,3500.0,VENTURE,1
56,58900.0,1.2,OWN,776,0.454,0,13400.0,EDUCATION,0
42,40200.0,0.1,MORTGAGE,763,0.466,0,7100.0,PERSONAL,0
37,34500.0,0.2,MORTGAGE,631,0.717,0,9600.0,HOME_IMPROVEMENT,1
19,72900.0,0.1,RENT,508,0.413,2,25200.0,DEBT_CONSOLIDATION,1
56,102100.0,8.0,RENT,785,0.465,0,21300.0,DEBT_CONSOLIDATION,0
23,69200.0,0.5,RENT,533,0.276,2,26900.0,EDUCATION,0
34,37800.0,0.5,MORTGAGE,667,0.5,5,6700.0,PERSONAL,1
42,28600.0,4.6,MORTGAGE,654,0.2,0,2300.0,MEDICAL,0
74,15000.0,20.3,RENT,694,0.312,2,1100.0,EDUCATION,0
45,53700.0,5.3,OWN,763,0.234,0,12900.0,PERSONAL,0
19,65500.0,0.4,MORTGAGE,664,0.385,2,21500.0,DEBT_CONSOLIDATION,1
52,46600.0,2.7,OWN,619,0.204,4,16000.0,PERSONAL,0
54,78200.0,8.5,MORTGAGE,682,0.259,1,30200.0,PERSONAL,0
22,25300.0,1.0,RENT,550,0.401,3,5800.0,HOME_IMPROVEMENT,1
18,45000.0,0.0,OWN,605,0.323,3,4600.0,PERSONAL,1
57,43300.0,23.5,RENT,643,0.298,2,12100.0,DEBT_CONSOLIDATION,0
29,46400.0,2.7,MORTGAGE,703,0.441,2,16700.0,HOME_IMPROVEMENT,0
73,87900.0,11.7,RENT,770,0.345,0,7300.0,DEBT_CONSOLIDATION,1
53,46500.0,9.8,MORTGAGE,746,0.215,1,7100.0,PERSONAL,0
62,42300.0,19.8,OTHER,733,0.416,0,13500.0,HOME_IMPROVEMENT,1
40,30700.0,3.4,OWN,747,0.283,1,3600.0,VENTURE,0
64,95300.0,5.5,RENT,707,0.456,0,34400.0,VENTURE,0
48,24000.0,3.6,MORTGAGE,666,0.278,1,8200.0,VENTURE,0
28,37200.0,0.5,MORTGAGE,579,0.411,0,8000.0,EDUCATION,1
27,114300.0,1.2,OWN,662,0.591,0,45600.0,HOME_IMPROVEMENT,0
20,62000.0,0.1,RENT,528,0.367,2,8000.0,VENTURE,1
71,48500.0,16.6,OTHER,618,0.565,3,18100.0,PERSONAL,1
31,49600.0,0.8,RENT,665,0.72,1,6500.0,PERSONAL,1
33,30500.0,2.2,MORTGAGE,664,0.154,2,8800.0,DEBT_CONSOLIDATION,1
27,47400.0,2.2,MORTGAGE,609,0.429,3,14600.0,PERSONAL,1
46,41200.0,1.4,MORTGAGE,522,0.182,2,11100.0,MEDICAL,1
27,53600.0,3.0,MORTGAGE,615,0.47,4,12000.0,VENTURE,1
29,23100.0,0.8,MORTGAGE,639,0.392,1,6400.0,PERSONAL,0
47,59800.0,3.1,RENT,675,0.257,0,1500.0,PERSONAL,1
58,81500.0,2.1,RENT,715,0.352,0,28800.0,PERSONAL,0
18,44300.0,0.0,RENT,635,0.633,2,9900.0,HOME_IMPROVEMENT,1
22,67700.0,0.7,MORTGAGE,629,0.48,1,13600.0,DEBT_CONSOLIDATION,1
37,57200.0,1.5,MORTGAGE,608,0.418,1,13600.0,PERSONAL,0
25,36200.0,0.9,MORTGAGE,654,0.54,2,8700.0,HOME_IMPROVEMENT,1
60,28900.0,20.1,MORTGAGE,734,0.417,2,8700.0,DEBT_CONSOLIDATION,1
29,31000.0,1.3,OWN,576,0.162,0,2000.0,HOME_IMPROVEMENT,0
18,56800.0,0.0,RENT,503,0.264,3,21400.0,DEBT_CONSOLIDATION,1
74,47700.0,6.2,MORTGAGE,676,0.248,1,18000.0,DEBT_CONSOLIDATION,0
71,92700.0,3.4,MORTGAGE,754,0.348,2,1500.0,EDUCATION,0
37,72800.0,6.6,RENT,684,0.162,0,15700.0,DEBT_CONSOLIDATION,0
45,72700.0,13.2,OTHER,580,0.355,1,21600.0,HOME_IMPROVEMENT,1
74,55900.0,28.0,RENT,651,0.36,1,7000.0,PERSONAL,0
60,30300.0,9.8,OWN,664,0.202,1,8100.0,HOME_IMPROVEMENT,0
54,57700.0,9.4,MORTGAGE,717,0.243,1,15500.0,MEDICAL,1
64,50600.0,16.5,OWN,590,0.229,1,5200.0,DEBT_CONSOLIDATION,0
54,27700.0,17.6,OTHER,785,0.377,1,3100.0,DEBT_CONSOLIDATION,0
29,89800.0,0.7,MORTGAGE,626,0.262,0,27300.0,VENTURE,0
54,85100.0,7.2,RENT,607,0.254,1,24400.0,PERSONAL,1
66,27700.0,21.5,RENT,683,0.334,1,9700.0,HOME_IMPROVEMENT,0
66,35600.0,9.3,RENT,548,0.232,1,12700.0,PERSONAL,1
73,37200.0,3.2,OWN,824,0.185,0,3200.0,PERSONAL,1
61,66500.0,13.0,OWN,697,0.478,2,21600.0,DEBT_CONSOLIDATION,0
73,62800.0,7.8,RENT,637,0.277,1,17000.0,MEDICAL,0
45,50100.0,1.8,RENT,581,0.448,0,13300.0,MEDICAL,0
64,56200.0,32.3,OTHER,644,0.322,0,6800.0,EDUCATION,0
32,25700.0,2.4,OWN,737,0.128,2,8700.0,PERSONAL,0
23,59300.0,0.9,RENT,629,0.29,1,23500.0,DEBT_CONSOLIDATION,1
61,46600.0,22.5,MORTGAGE,599,0.256,3,3900.0,DEBT_CONSOLIDATION,1
37,34900.0,14.6,MORTGAGE,716,0.145,0,10600.0,DEBT_CONSOLIDATION,0
67,22800.0,7.3,MORTGAGE,576,0.295,3,4100.0,VENTURE,1
31,49700.0,7.6,MORTGAGE,678,0.228,3,4500.0,DEBT_CONSOLIDATION,0
19,58600.0,0.2,MORTGAGE,692,0.357,0,4100.0,DEBT_CONSOLIDATION,1
26,20900.0,3.5,MORTGAGE,690,0.382,2,2500.0,PERSONAL,0
54,49500.0,11.9,MORTGAGE,694,0.422,1,17000.0,PERSONAL,1
37,52100.0,2.2,MORTGAGE,583,0.132,3,11900.0,EDUCATION,0
43,37200.0,9.0,MORTGAGE,644,0.532,1,13400.0,DEBT_CONSOLIDATION,0
46,59300.0,2.7,MORTGAGE,639,0.292,1,21700.0,EDUCATION,1
18,45900.0,0.0,OTHER,671,0.388,0,3600.0,HOME_IMPROVEMENT,0
72,56500.0,12.3,RENT,516,0.557,1,14600.0,MEDICAL,1
52,64000.0,5.6,RENT,548,0.568,0,2300.0,HOME_IMPROVEMENT,0
23,64000.0,1.6,OWN,832,0.524,0,7700.0,PERSONAL,0
54,81500.0,14.5,OWN,718,0.237,1,6500.0,HOME_IMPROVEMENT,0
70,58100.0,7.4,RENT,642,0.316,0,19700.0,HOME_IMPROVEMENT,0
22,38600.0,1.5,OWN,666,0.332,0,6300.0,MEDICAL,0
50,35500.0,2.5,MORTGAGE,821,0.382,1,14100.0,VENTURE,0
66,28800.0,0.3,OWN,510,0.141,4,2500.0,PERSONAL,0
68,52900.0,7.7,MORTGAGE,669,0.554,1,5600.0,VENTURE,0
31,94900.0,5.9,RENT,632,0.258,1,24800.0,DEBT_CONSOLIDATION,1
29,41000.0,3.9,RENT,759,0.269,0,15900.0,DEBT_CONSOLIDATION,0
59,61400.0,9.6,OTHER,705,0.287,2,18300.0,EDUCATION,0
37,33700.0,3.6,RENT,833,0.735,0,2600.0,DEBT_CONSOLIDATION,0
70,54000.0,19.5,MORTGAGE,725,0.401,0,9500.0,DEBT_CONSOLIDATION,0
67,92000.0,0.9,MORTGAGE,624,0.195,3,36700.0,HOME_IMPROVEMENT,1
41,69100.0,2.3,OWN,641,0.449,1,2800.0,EDUCATION,0
60,22400.0,2.1,MORTGAGE,714,0.254,0,3300.0,DEBT_CONSOLIDATION,0
51,65200.0,9.9,OWN,776,0.129,0,4100.0,DEBT_CONSOLIDATION,0
42,66700.0,7.7,RENT,603,0.347,2,22100.0,HOME_IMPROVEMENT,1
67,53500.0,28.0,MORTGAGE,680,0.491,1,18000.0,DEBT_CONSOLIDATION,0
46,68400.0,9.1,RENT,503,0.534,1,10100.0,DEBT_CONSOLIDATION,0
74,32300.0,26.7,MORTGAGE,636,0.69,1,5000.0,HOME_IMPROVEMENT,0
56,50600.0,3.7,MORTGAGE,798,0.451,1,16700.0,VENTURE,0
48,85400.0,11.8,RENT,781,0.448,0,6200.0,EDUCATION,1
73,81600.0,14.2,RENT,719,0.225,1,27000.0,HOME_IMPROVEMENT,0
64,64500.0,2.8,RENT,802,0.41,1,3400.0,VENTURE,0
60,31500.0,2.0,RENT,639,0.096,2,4400.0,EDUCATION,0
67,29100.0,10.8,MORTGAGE,654,0.269,4,6400.0,HOME_IMPROVEMENT,0
40,51900.0,2.6,RENT,637,0.43,2,3400.0,HOME_IMPROVEMENT,0
61,53700.0,9.9,MORTGAGE,712,0.257,2,2500.0,DEBT_CONSOLIDATION,0
55,46600.0,10.9,RENT,850,0.273,1,5800.0,DEBT_CONSOLIDATION,1
37,32800.0,8.2,RENT,689,0.104,2,8100.0,DEBT_CONSOLIDATION,0
40,61000.0,12.9,OWN,568,0.355,0,20000.0,DEBT_CONSOLIDATION,0
62,51800.0,3.5,OTHER,571,0.535,3,15400.0,EDUCATION,1
69,56700.0,0.5,OTHER,590,0.73,2,12900.0,PERSONAL,0
33,66000.0,1.5,MORTGAGE,595,0.142,0,17800.0,PERSONAL,0
67,42800.0,14.2,RENT,587,0.102,2,9700.0,DEBT_CONSOLIDATION,0
59,38400.0,4.3,RENT,677,0.389,3,8800.0,PERSONAL,1
72,85300.0,7.4,OWN,545,0.291,2,1500.0,MEDICAL,1
25,33600.0,1.2,RENT,699,0.243,0,5800.0,VENTURE,1
67,38800.0,12.7,MORTGAGE,739,0.187,0,9100.0,PERSONAL,0
38,90900.0,7.3,RENT,610,0.219,1,22000.0,VENTURE,1
18,37300.0,0.0,MORTGAGE,687,0.298,0,8100.0,DEBT_CONSOLIDATION,0
72,46700.0,9.4,MORTGAGE,713,0.382,1,13300.0,HOME_IMPROVEMENT,1
25,39900.0,1.9,RENT,730,0.299,3,6500.0,HOME_IMPROVEMENT,0
46,20100.0,12.2,MORTGAGE,668,0.431,2,2000.0,DEBT_CONSOLIDATION,0
49,46100.0,9.7,MORTGAGE,584,0.482,1,1600.0,DEBT_CONSOLIDATION,1
55,29600.0,15.2,MORTGAGE,668,0.321,0,7200.0,PERSONAL,1
22,55700.0,0.2,MORTGAGE,647,0.491,2,11600.0,DEBT_CONSOLIDATION,1
64,85200.0,2.1,MORTGAGE,671,0.104,2,8800.0,EDUCATION,0
39,16200.0,10.4,OWN,580,0.703,3,2200.0,DEBT_CONSOLIDATION,1
64,40000.0,4.8,MORTGAGE,538,0.468,2,9700.0,VENTURE,0
51,61500.0,9.7,MORTGAGE,498,0.561,3,3500.0,DEBT_CONSOLIDATION,1
18,16500.0,0.0,MORTGAGE,519,0.284,0,1800.0,PERSONAL,0
72,95600.0,1.1,MORTGAGE,514,0.35,0,10300.0,MEDICAL,1
72,59300.0,33.2,MORTGAGE,741,0.486,0,21100.0,HOME_IMPROVEMENT,0
43,84300.0,4.9,OWN,680,0.24,2,24100.0,MEDICAL,0
60,37000.0,2.9,OWN,663,0.3,1,8700.0,HOME_IMPROVEMENT,0
27,39300.0,0.8,RENT,632,0.376,0,6400.0,DEBT_CONSOLIDATION,0
47,45200.0,11.2,MORTGAGE,506,0.42,0,8100.0,MEDICAL,0
67,142800.0,19.1,MORTGAGE,690,0.251,2,9400.0,VENTURE,0
35,94800.0,0.9,OWN,678,0.12,1,32000.0,PERSONAL,0
34,52400.0,3.0,MORTGAGE,663,0.221,1,4600.0,PERSONAL,1
43,55700.0,13.5,RENT,598,0.303,2,17200.0,DEBT_CONSOLIDATION,1
25,67300.0,1.0,MORTGAGE,604,0.275,0,7200.0,PERSONAL,1
64,162100.0,5.7,OWN,701,0.397,2,38100.0,PERSONAL,1
57,59400.0,8.2,MORTGAGE,598,0.344,2,7900.0,PERSONAL,0
66,50200.0,10.7,OTHER,745,0.164,1,19700.0,DEBT_CONSOLIDATION,1
29,41400.0,1.3,MORTGAGE,787,0.369,0,15300.0,VENTURE,0
44,55100.0,8.0,MORTGAGE,749,0.501,1,19400.0,HOME_IMPROVEMENT,1
25,36600.0,0.8,RENT,667,0.271,1,3500.0,VENTURE,0
42,62800.0,2.4,MORTGAGE,652,0.091,3,3000.0,VENTURE,1
63,23900.0,8.4,RENT,667,0.747,1,9300.0,EDUCATION,1
21,43000.0,0.1,OWN,714,0.513,2,8100.0,DEBT_CONSOLIDATION,0
50,70800.0,13.3,OWN,776,0.118,0,24900.0,DEBT_CONSOLIDATION,0
18,59000.0,0.0,MORTGAGE,704,0.088,3,12000.0,HOME_IMPROVEMENT,1
36,38900.0,8.3,OWN,524,0.224,4,10500.0,HOME_IMPROVEMENT,1
48,43700.0,0.9,OWN,585,0.544,4,13400.0,HOME_IMPROVEMENT,1
33,82300.0,3.0,RENT,647,0.398,2,18100.0,PERSONAL,1
31,26800.0,0.2,OWN,738,0.11,3,10100.0,VENTURE,0
70,26800.0,11.5,RENT,843,0.1,0,1500.0,DEBT_CONSOLIDATION,0
65,30800.0,2.1,MORTGAGE,665,0.191,1,10500.0,VENTURE,1
22,48800.0,0.3,RENT,713,0.184,2,13700.0,HOME_IMPROVEMENT,0
58,24900.0,7.8,OTHER,536,0.56,4,4000.0,MEDICAL,1
43,78900.0,3.6,MORTGAGE,603,0.181,0,15400.0,DEBT_CONSOLIDATION,0
45,30900.0,1.4,MORTGAGE,688,0.624,0,6400.0,PERSONAL,1
19,54800.0,0.1,RENT,495,0.377,1,1900.0,DEBT_CONSOLIDATION,1
67,36700.0,11.3,OWN,679,0.481,2,8300.0,HOME_IMPROVEMENT,1
23,47400.0,0.6,RENT,629,0.174,1,2200.0,DEBT_CONSOLIDATION,0
26,22000.0,1.0,RENT,663,0.165,1,5000.0,EDUCATION,0
50,80900.0,9.4,OWN,602,0.752,1,7700.0,DEBT_CONSOLIDATION,0
58,30300.0,24.2,RENT,701,0.402,0,10300.0,VENTURE,0
42,28800.0,6.6,OWN,744,0.373,2,1700.0,EDUCATION,0
65,161100.0,13.6,MORTGAGE,719,0.209,1,15500.0,HOME_IMPROVEMENT,0
30,64700.0,2.8,MORTGAGE,717,0.12,1,11200.0,DEBT_CONSOLIDATION,0
26,79300.0,0.7,MORTGAGE,705,0.091,3,19500.0,VENTURE,0
70,61700.0,6.6,MORTGAGE,658,0.455,1,24400.0,DEBT_CONSOLIDATION,0
30,39100.0,1.1,MORTGAGE,624,0.161,1,2900.0,VENTURE,0
48,25500.0,8.8,RENT,733,0.518,0,4400.0,PERSONAL,0
58,42200.0,9.0,OWN,589,0.418,1,11800.0,PERSONAL,0
28,30100.0,1.9,MORTGAGE,700,0.189,0,5100.0,PERSONAL,1
21,31000.0,1.1,MORTGAGE,697,0.445,0,3700.0,DEBT_CONSOLIDATION,1
51,22200.0,2.8,OWN,576,0.319,1,7400.0,PERSONAL,1
55,51900.0,10.0,MORTGAGE,584,0.319,1,4700.0,PERSONAL,0
63,107700.0,6.2,OWN,700,0.685,0,15200.0,HOME_IMPROVEMENT,0
21,64800.0,1.7,RENT,676,0.248,0,7000.0,HOME_IMPROVEMENT,1
55,46500.0,4.6,MORTGAGE,688,0.122,3,17900.0,VENTURE,1
36,48000.0,8.5,RENT,642,0.185,4,16200.0,PERSONAL,1
23,15000.0,0.8,OWN,782,0.213,0,3300.0,HOME_IMPROVEMENT,1
51,39700.0,4.9,RENT,707,0.434,0,13500.0,VENTURE,1
35,24000.0,2.4,MORTGAGE,767,0.218,0,6900.0,DEBT_CONSOLIDATION,0
30,52400.0,0.9,OWN,638,0.213,1,8100.0,VENTURE,0
58,43000.0,16.8,RENT,739,0.219,2,4400.0,PERSONAL,1
40,31700.0,3.1,RENT,634,0.4,1,5200.0,DEBT_CONSOLIDATION,0
36,51800.0,7.8,MORTGAGE,633,0.269,2,11200.0,PERSONAL,0
62,51600.0,1.8,RENT,562,0.104,1,4900.0,HOME_IMPROVEMENT,1
28,104700.0,7.0,RENT,696,0.36,0,12200.0,PERSONAL,0
18,69100.0,0.0,MORTGAGE,578,0.529,5,18200.0,DEBT_CONSOLIDATION,1
